Unique Skill Weapon,Name,AtkId,Phys MV,Magic MV,Fire MV,Ltng MV,Holy MV,Stam Dmg MV,Status MV,Weapon Buff MV,Poise Dmg MV,Atk Repel MV,StaminaCost,PhysAtkAttribute,Shield Chip,disableGuard,DamageLevel,dmgLevel_vsPlayer,ignoreDmgCount,AtkPhys,AtkMag,AtkFire,AtkLtng,AtkHoly,AtkStam,AtkSuperArmor,isAddBaseAtk,overwriteAttackElementCorrectId,isDisableBothHandsAtkBonus,IsArrowAtk,subCategory1,subCategory2,subCategory3,subCategory4,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,PvP Dmg Mult,PvP Stam Dmg Mult,PvP Poise Dmg Mult
,[Beast Claw] War Cry Charged 1h R2 #1 (Tick),306800983,0,0,0,0,0,0,0,0,0,0,0,Strike,0,FALSE,2,0,TRUE,0,0,0,0,0,20,1,TRUE,-1,FALSE,FALSE,-,Roar Attack,-,-,-1,-1,-1,-1,-1,1,1.25,1.35
,[Beast Claw] War Cry Charged 1h R2 #1,306800980,175,175,175,175,175,250,200,100,600,400,35,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Beast Claw] War Cry 1h R2 #2,306800985,135,135,135,135,135,140,100,100,200,140,20,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.2
,[Beast Claw] War Cry Charged 1h R2 #2 (Tick),306800986,0,0,0,0,0,0,0,0,0,0,0,Strike,0,FALSE,2,0,TRUE,0,0,0,0,0,20,1,TRUE,-1,FALSE,FALSE,-,Roar Attack,-,-,-1,-1,-1,-1,-1,1,1.25,1.35
,[Beast Claw] War Cry Charged 1h R2 #2,306800984,178,178,178,178,178,250,200,100,600,400,35,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Beast Claw] War Cry 2h R2 #1,306800989,100,100,100,100,100,100,100,100,120,170,15,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.2
,[Beast Claw] War Cry 2h R2 #1,306800990,100,100,100,100,100,100,100,100,120,170,15,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.2
,[Beast Claw] War Cry Charged 2h R2 #1 (Tick),306800991,0,0,0,0,0,0,0,0,0,0,0,Strike,0,FALSE,1,0,TRUE,0,0,0,0,0,20,1,TRUE,-1,FALSE,FALSE,-,Roar Attack,-,-,-1,-1,-1,-1,-1,1,1.25,1.35
,[Beast Claw] War Cry Charged 2h R2 #1 (Tick),306800992,0,0,0,0,0,0,0,0,0,0,0,Strike,0,FALSE,2,0,TRUE,0,0,0,0,0,20,1,TRUE,-1,FALSE,FALSE,-,Roar Attack,-,-,-1,-1,-1,-1,-1,1,1.25,1.35
,[Beast Claw] War Cry Charged 2h R2 #1,306800987,125,125,125,125,125,140,150,100,360,500,20,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Beast Claw] War Cry Charged 2h R2 #1,306800988,125,125,125,125,125,140,150,100,360,500,20,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Beast Claw] War Cry 2h R2 #2,306800995,100,100,100,100,100,100,100,100,120,170,15,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.2
,[Beast Claw] War Cry 2h R2 #2,306800996,100,100,100,100,100,100,100,100,120,170,15,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.2
,[Beast Claw] War Cry Charged 2h R2 #2 (Tick),306800997,0,0,0,0,0,0,0,0,0,0,0,Strike,0,FALSE,2,0,TRUE,0,0,0,0,0,20,1,TRUE,-1,FALSE,FALSE,-,Roar Attack,-,-,-1,-1,-1,-1,-1,1,1.25,1.35
,[Beast Claw] War Cry Charged 2h R2 #2,306800993,130,130,130,130,130,140,150,100,480,500,20,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Beast Claw] War Cry Charged 2h R2 #2,306800994,130,130,130,130,130,140,150,100,480,500,20,252,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,Barbaric Roar - Roar,300000125,0,0,0,0,0,0,0,0,0,0,20,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,66,6,TRUE,51010,TRUE,FALSE,-,-,-,-,6904,-1,-1,-1,-1,0.8,1.25,2.7
,Barbaric Roar - Roar (Lacking FP),300000126,0,0,0,0,0,0,0,0,0,0,40,Standard,0,FALSE,0,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
,[Straight Sword] Barbaric Roar 1h R2 #1 [1],300200953,70,70,70,70,70,90,65,65,100,100,9,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar 1h R2 #1 [2],300200954,70,70,70,70,70,90,65,65,100,100,9,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar 1h R2 #1 [3],300200955,75,75,75,75,75,110,65,65,150,100,13,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar Charged 1h R2 #1 [1],300200950,82,82,82,82,82,100,80,80,150,400,10,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar Charged 1h R2 #1 [2],300200951,82,82,82,82,82,100,80,80,150,400,10,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar Charged 1h R2 #1 [3],300200952,86,86,86,86,86,130,80,80,200,400,16,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar 1h R2 #2 [1],300200958,85,85,85,85,85,90,80,80,100,120,12,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar 1h R2 #2 [2],300200959,105,105,105,105,105,110,100,100,120,400,20,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6904,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar Charged 1h R2 #2 [1],300200956,100,100,100,100,100,150,100,100,120,400,14,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar Charged 1h R2 #2 [2],300200957,125,125,125,125,125,200,135,135,200,400,24,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar 2h R2 #1 [1],300200963,75,75,75,75,75,100,65,65,120,500,11,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar 2h R2 #1 [2],300200964,75,75,75,75,75,100,65,65,120,500,11,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar 2h R2 #1 [3],300200965,80,80,80,80,80,130,65,65,180,500,16,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar Charged 2h R2 #1 [1],300200960,87,87,87,87,87,120,80,80,180,500,12,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar Charged 2h R2 #1 [2],300200961,87,87,87,87,87,120,80,80,180,500,12,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar Charged 2h R2 #1 [3],300200962,91,91,91,91,91,150,80,80,250,500,20,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar 2h R2 #2 [1],300200968,90,90,90,90,90,100,80,80,120,500,15,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar 2h R2 #2 [2],300200969,110,110,110,110,110,170,100,100,140,500,24,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6904,-1,-1,-1,-1,1,1.25,2.2
,[Straight Sword] Barbaric Roar Charged 2h R2 #2 [1],300200966,105,105,105,105,105,170,100,100,150,500,17,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Straight Sword] Barbaric Roar Charged 2h R2 #2 [2],300200967,130,130,130,130,130,240,135,135,250,500,29,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar 1h R2 #1 [1],306700953,70,70,70,70,70,90,65,65,100,100,9,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar 1h R2 #1 [2],306700954,70,70,70,70,70,90,65,65,100,100,9,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar 1h R2 #1 [3],306700955,75,75,75,75,75,110,65,65,150,100,13,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar Charged 1h R2 #1 [1],306700950,82,82,82,82,82,100,80,80,150,400,10,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar Charged 1h R2 #1 [2],306700951,82,82,82,82,82,100,80,80,150,400,10,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar Charged 1h R2 #1 [3],306700952,86,86,86,86,86,130,80,80,200,400,16,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar 1h R2 #2 [1],306700958,85,85,85,85,85,90,80,80,100,120,12,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar 1h R2 #2 [2],306700959,105,105,105,105,105,110,100,100,120,400,20,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6904,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar Charged 1h R2 #2 [1],306700956,100,100,100,100,100,150,100,100,120,400,14,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar Charged 1h R2 #2 [2],306700957,125,125,125,125,125,200,135,135,200,400,24,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar 2h R2 #1 [1],306700963,75,75,75,75,75,100,65,65,120,500,11,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar 2h R2 #1 [2],306700964,75,75,75,75,75,100,65,65,120,500,11,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar 2h R2 #1 [3],306700965,80,80,80,80,80,130,65,65,180,500,16,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar Charged 2h R2 #1 [1],306700960,87,87,87,87,87,120,80,80,180,500,12,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar Charged 2h R2 #1 [2],306700961,87,87,87,87,87,120,80,80,180,500,12,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar Charged 2h R2 #1 [3],306700962,91,91,91,91,91,150,80,80,250,500,20,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar 2h R2 #2 [1],306700968,90,90,90,90,90,100,80,80,120,500,15,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar 2h R2 #2 [2],306700969,110,110,110,110,110,170,100,100,140,500,24,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6904,-1,-1,-1,-1,1,1.25,2.2
,[Light Greatsword] Barbaric Roar Charged 2h R2 #2 [1],306700966,105,105,105,105,105,170,100,100,150,500,17,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.75
,[Light Greatsword] Barbaric Roar Charged 2h R2 #2 [2],306700967,130,130,130,130,130,240,135,135,250,500,29,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,2.75
,[Greatsword] Barbaric Roar 1h R2 #1 [1],300300953,70,70,70,70,70,90,75,75,100,100,9,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar 1h R2 #1 [2],300300954,70,70,70,70,70,90,75,75,100,100,9,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar 1h R2 #1 [3],300300955,75,75,75,75,75,110,75,75,150,140,16,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar Charged 1h R2 #1 [1],300300950,82,82,82,82,82,100,85,85,170,400,11,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar Charged 1h R2 #1 [2],300300951,82,82,82,82,82,100,85,85,170,400,11,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar Charged 1h R2 #1 [3],300300952,86,86,86,86,86,130,85,85,240,400,18,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar 1h R2 #2,300300958,135,135,135,135,135,150,150,100,200,140,36,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,-,-,-,6904,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar Charged 1h R2 #2,300300956,195,195,195,195,195,300,200,100,600,400,42,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar 2h R2 #1 [1],300300963,75,75,75,75,75,120,75,75,120,500,11,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar 2h R2 #1 [2],300300964,75,75,75,75,75,120,75,75,120,500,11,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar 2h R2 #1 [3],300300965,80,80,80,80,80,130,75,75,200,500,20,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar Charged 2h R2 #1 [1],300300960,87,87,87,87,87,120,85,85,200,500,14,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar Charged 2h R2 #1 [2],300300961,87,87,87,87,87,120,85,85,200,500,14,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar Charged 2h R2 #1 [3],300300962,91,91,91,91,91,150,85,85,300,500,22,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6903,-1,-1,-1,-1,1,1.25,3.38
,[Greatsword] Barbaric Roar 2h R2 #2,300300968,140,140,140,140,140,170,180,100,240,500,44,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6904,-1,-1,-1,-1,1,1.25,2.81
,[Greatsword] Barbaric Roar Charged 2h R2 #2,300300966,200,200,200,200,200,390,240,100,660,500,51,253,0,FALSE,6,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,3.38
,[Colossal Sword] Barbaric Roar 1h R2 #1 [1],300400953,70,70,70,70,70,90,80,80,100,100,12,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar 1h R2 #1 [2],300400954,70,70,70,70,70,90,80,80,100,100,12,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar 1h R2 #1 [3],300400955,75,75,75,75,75,110,80,80,150,140,16,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar Charged 1h R2 #1 [1],300400950,82,82,82,82,82,100,90,90,170,400,14,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar Charged 1h R2 #1 [2],300400951,82,82,82,82,82,100,90,90,170,400,14,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar Charged 1h R2 #1 [3],300400952,86,86,86,86,86,130,90,90,240,400,20,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar 1h R2 #2,300400958,135,135,135,135,135,150,150,100,200,140,42,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar Charged 1h R2 #2,300400956,210,210,210,210,210,300,250,100,600,400,51,253,0,FALSE,6,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,-,6909,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar 2h R2 #1 [1],300400963,75,75,75,75,75,120,80,80,120,500,15,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar 2h R2 #1 [2],300400964,75,75,75,75,75,120,80,80,120,500,15,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar 2h R2 #1 [3],300400965,80,80,80,80,80,130,80,80,200,500,20,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar Charged 2h R2 #1 [1],300400960,87,87,87,87,87,120,90,90,200,500,17,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar Charged 2h R2 #1 [2],300400961,87,87,87,87,87,120,90,90,200,500,17,253,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar Charged 2h R2 #1 [3],300400962,91,91,91,91,91,150,90,90,300,500,24,253,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,2.91
,[Colossal Sword] Barbaric Roar 2h R2 #2,300400968,140,140,140,140,140,170,180,100,240,500,51,253,0,FALSE,6,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,2h Attack,6906,-1,-1,-1,-1,1,1.25,3.85
,[Colossal Sword] Barbaric Roar Charged 2h R2 #2,300400966,220,220,220,220,220,390,300,100,660,500,62,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,Charged R2,Roar Attack,-,2h Attack,6909,-1,-1,-1,-1,1,1.25,2.91
,[Curved Sword] Barbaric Roar 1h R2 #1 [1],300700953,70,70,70,70,70,90,65,65,100,100,8,253,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Curved Sword] Barbaric Roar 1h R2 #1 [2],300700954,70,70,70,70,70,90,65,65,100,100,8,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
,[Curved Sword] Barbaric Roar 1h R2 #1 [3],300700955,75,75,75,75,75,110,65,65,150,100,12,253,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,FALSE,FALSE,-,Roar Attack,-,-,6903,-1,-1,-1,-1,1,1.25,2.2
